Amenity Type,Name,Latitude,Longitude
bicycle_parking,Unknown,25.2145590,81.0295890
bicycle_parking,Unknown,25.3802759,81.3294674
bicycle_parking,Unknown,25.2460027,80.9632302
bicycle_parking,Unknown,24.4865336,81.7977175
bicycle_parking,Unknown,24.4789859,81.8033114
bicycle_parking,Unknown,24.4799904,82.0534168
bicycle_parking,Unknown,25.2526926,80.8915315
bicycle_parking,Unknown,24.5427351,82.1733326
bicycle_parking,Unknown,25.2137490,80.9048471
bicycle_parking,Unknown,25.2142462,80.9047376
bicycle_parking,Unknown,25.1383458,81.0771215
bicycle_parking,Unknown,25.1247076,81.0596119
bicycle_parking,Unknown,25.1608859,81.0456274
bicycle_parking,Unknown,25.4566158,81.7591334
bicycle_parking,Unknown,25.6985382,81.2805363
bicycle_parking,Unknown,25.5496789,81.6364594
bicycle_parking,Unknown,25.2896184,81.0796992
bicycle_parking,Unknown,25.5544666,81.5358474
bicycle_parking,Unknown,25.4343540,81.6315499
bicycle_parking,Unknown,25.4466476,81.6281014
bicycle_parking,Unknown,25.3961824,81.5761039
bicycle_parking,Unknown,25.3964213,81.5758242
bicycle_parking,Unknown,25.4561537,81.5630735
bicycle_parking,Unknown,25.4555575,81.5719298
bicycle_parking,Unknown,25.3205522,81.2656911
bicycle_parking,Unknown,25.5341780,81.5873639
bicycle_parking,Unknown,25.5344373,81.5875865
bicycle_parking,Unknown,25.3725340,81.1045380
bicycle_parking,Unknown,25.3727491,81.1117699
bicycle_parking,Unknown,25.3725481,81.1117419
bicycle_parking,Unknown,25.3875233,81.5478053
bicycle_parking,Unknown,25.1970396,81.0173044
bicycle_parking,Unknown,25.2795561,81.1265802
bicycle_parking,Unknown,25.2757633,81.1273513
bicycle_parking,Unknown,25.3134868,81.2804157
bicycle_parking,Unknown,25.2244965,81.2900840
bicycle_parking,Unknown,25.2264085,81.2899527
bicycle_parking,Unknown,25.2598973,81.4353010
bicycle_parking,Unknown,25.2591141,81.4350454
bicycle_parking,Unknown,25.1600403,81.0440222
bicycle_parking,Unknown,25.2270242,80.9195969
bicycle_parking,Unknown,25.2270440,80.9192667
bicycle_parking,Unknown,25.2595330,81.0645150
bicycle_parking,Unknown,25.1492254,81.4269206
bicycle_parking,Unknown,25.2638872,81.1910254
bicycle_parking,Unknown,25.2642010,81.1909042
bicycle_parking,Unknown,25.2677926,81.3136036
bicycle_parking,Unknown,25.5649685,81.6095626
bicycle_parking,Unknown,25.4781489,80.8653694
bicycle_parking,Unknown,25.6581275,80.9133100
bicycle_parking,Unknown,25.4985175,81.1076036
bicycle_parking,Unknown,25.4544364,81.1539392
bicycle_parking,Unknown,25.4864066,80.9273531
bicycle_parking,Unknown,25.4352329,81.6305655
bicycle_parking,Unknown,25.6604460,81.3570028
bicycle_parking,Unknown,25.3770979,81.8525861
ferry_terminal,Unknown,25.1751467,80.8694780
ferry_terminal,Unknown,26.2541372,82.1490106
ferry_terminal,Unknown,26.2538654,82.1481630
fuel,Unknown,25.4566481,81.8598440
